Date,Open,High,Low,Close,Adj Close,Volume
2021-04-05,78.730003,79.910004,78.610001,79.529999,77.765106,4026900
2021-04-06,79.250000,80.139999,79.209999,79.860001,78.087784,3814800
2021-04-07,80.230003,80.330002,79.459999,79.620003,77.853111,5027800
2021-04-08,79.699997,79.849998,79.190002,79.639999,77.872665,3773000
2021-04-09,79.669998,80.169998,79.169998,79.779999,78.009552,3509000
2021-04-12,79.800003,80.459999,79.620003,80.160004,78.381126,3510400
2021-04-13,79.500000,79.830002,79.120003,79.730003,77.960678,4442500
2021-04-14,79.790001,79.809998,79.000000,79.400002,77.638000,4129600
2021-04-15,79.769997,80.760002,79.570000,80.459999,78.674469,4010400
2021-04-16,80.879997,80.959999,80.300003,80.699997,78.909142,8134800
2021-04-19,80.480003,80.580002,79.709999,80.370003,78.586472,4021200
2021-04-20,79.930000,81.879997,79.820000,81.330002,79.972939,4307300
2021-04-21,81.730003,82.050003,80.809998,81.150002,79.795944,3755200
2021-04-22,80.930000,81.629997,80.720001,81.050003,79.697601,4036400
2021-04-23,80.410004,80.629997,79.480003,79.790001,78.458626,3908400
2021-04-26,79.750000,79.889999,78.970001,79.279999,77.957138,3920000
2021-04-27,78.959999,79.129997,78.410004,78.559998,77.249146,4148900
2021-04-28,79.059998,79.269997,78.580002,78.769997,77.455643,3353300
2021-04-29,79.070000,80.230003,79.019997,79.820000,78.488129,4828400
2021-04-30,79.610001,81.160004,79.610001,80.699997,79.353447,7252300
2021-05-03,80.839996,81.250000,80.190002,81.070000,79.717270,3709100
2021-05-04,81.199997,82.000000,80.849998,81.089996,79.736931,4129500
2021-05-05,80.949997,81.550003,80.529999,81.320000,79.963097,3093300
2021-05-06,81.629997,82.400002,81.370003,82.309998,80.936577,3850100
2021-05-07,82.220001,82.540001,81.860001,82.180000,80.808746,2263700
2021-05-10,82.650002,83.930000,82.440002,83.339996,81.949387,4206000
2021-05-11,83.570000,83.629997,82.190002,82.440002,81.064415,5119300
2021-05-12,82.510002,82.839996,81.930000,82.050003,80.680923,4075100
2021-05-13,81.760002,83.760002,81.449997,83.260002,81.870728,4300200
2021-05-14,83.489998,84.010002,83.360001,83.559998,82.165726,4146500
2021-05-17,83.790001,84.269997,83.379997,83.550003,82.155899,3522100
2021-05-18,83.160004,83.879997,82.760002,83.110001,81.723236,3024200
2021-05-19,82.800003,83.260002,82.440002,83.209999,81.821564,4078400
2021-05-20,83.260002,84.680000,83.169998,84.089996,82.686874,3966900
2021-05-21,84.290001,84.660004,84.019997,84.230003,82.824547,3497900
2021-05-24,84.440002,84.910004,84.099998,84.400002,82.991707,3196200
2021-05-25,84.470001,84.680000,83.900002,84.589996,83.178535,3472800
2021-05-26,84.879997,84.879997,84.199997,84.430000,83.021202,2601700
2021-05-27,84.370003,84.669998,83.690002,83.690002,82.293556,4686300
2021-05-28,83.959999,84.589996,83.720001,83.779999,82.382050,3971700
2021-06-01,84.949997,85.010002,82.120003,82.480003,81.103752,5587000
2021-06-02,82.769997,83.279999,82.510002,82.879997,81.497063,3749600
2021-06-03,82.930000,83.959999,82.730003,83.949997,82.549210,3967000
2021-06-04,84.400002,84.519997,83.699997,83.970001,82.568878,3660200
2021-06-07,84.089996,84.089996,83.370003,83.900002,82.500053,3211600
2021-06-08,84.059998,84.230003,82.870003,82.930000,81.546242,3233100
2021-06-09,83.449997,83.879997,82.529999,82.559998,81.182396,6530200
2021-06-10,82.550003,83.669998,82.550003,83.599998,82.205048,4075900
2021-06-11,83.699997,83.889999,83.110001,83.629997,82.234543,2560000
2021-06-14,83.660004,83.660004,82.860001,83.410004,82.018227,2345200
2021-06-15,83.690002,83.870003,83.150002,83.269997,81.880554,3220700
2021-06-16,83.900002,83.900002,81.910004,81.949997,80.582588,3615200
2021-06-17,81.809998,82.650002,81.470001,82.430000,81.054581,3253100
2021-06-18,81.919998,82.220001,81.000000,81.019997,79.668098,7471300
2021-06-21,81.269997,81.589996,81.129997,81.440002,80.081100,4226700
2021-06-22,81.459999,81.690002,81.029999,81.290001,79.933594,3159900
2021-06-23,81.279999,81.339996,80.239998,80.250000,78.910950,3673800
2021-06-24,80.269997,80.860001,80.209999,80.559998,79.215775,3449800
2021-06-25,80.610001,81.510002,80.330002,81.459999,80.100761,9475300
2021-06-28,81.599998,82.300003,81.519997,81.720001,80.356430,2735300
2021-06-29,81.860001,82.080002,81.070000,81.250000,79.894272,3056700
2021-06-30,81.570000,81.669998,80.820000,81.349998,79.992599,4687700
2021-07-01,81.500000,81.879997,81.250000,81.739998,80.376091,3596100
2021-07-02,81.919998,82.120003,81.589996,81.699997,80.336761,2752200
2021-07-06,81.669998,82.099998,81.449997,81.970001,80.602257,3221000
2021-07-07,82.099998,83.089996,81.910004,82.660004,81.280746,3220200
2021-07-08,82.580002,83.000000,82.050003,82.339996,80.966072,3514800
2021-07-09,82.669998,82.820000,82.269997,82.430000,81.054581,2801600
2021-07-12,82.510002,83.120003,82.480003,82.930000,81.546242,4482600
2021-07-13,82.779999,83.320000,82.349998,82.639999,81.261070,2733700
2021-07-14,82.629997,83.379997,82.279999,83.230003,81.841232,2959200
2021-07-15,83.330002,83.769997,82.650002,83.629997,82.234543,4200800
2021-07-16,83.660004,84.500000,83.660004,84.389999,82.981873,6527500
2021-07-19,84.379997,84.959999,83.180000,83.970001,82.568878,4960200
2021-07-20,83.820000,84.779999,82.669998,82.690002,81.748337,4884100
2021-07-21,82.779999,82.980003,82.059998,82.180000,81.244141,3579600
2021-07-22,81.639999,82.480003,81.290001,81.839996,80.908005,3659900
2021-07-23,81.720001,83.459999,81.529999,83.279999,82.331619,3107500
2021-07-26,83.150002,84.300003,82.949997,84.089996,83.132385,5947500
2021-07-27,83.779999,84.570000,83.440002,83.949997,82.993980,4136700
2021-07-28,84.010002,84.260002,83.139999,83.180000,82.232750,3110700
2021-07-29,83.480003,83.830002,83.029999,83.519997,82.568878,3974400
2021-07-30,80.519997,81.059998,79.220001,79.500000,78.594658,9513700
2021-08-02,79.489998,79.820000,78.650002,79.540001,78.634201,5339300
2021-08-03,79.339996,79.879997,79.089996,79.419998,78.515572,3635700
2021-08-04,79.260002,79.470001,77.820000,78.250000,77.358894,4194400
2021-08-05,78.769997,79.379997,78.400002,78.900002,78.001495,4135100
2021-08-06,78.970001,79.250000,78.300003,78.629997,77.734566,2877400
2021-08-09,78.769997,78.930000,78.029999,78.339996,77.447868,2563700
2021-08-10,78.550003,78.769997,77.989998,78.730003,77.833427,2740600
2021-08-11,78.580002,79.339996,78.580002,79.099998,78.199211,4239100
2021-08-12,79.599998,79.639999,78.779999,78.790001,77.892746,3595500
2021-08-13,78.739998,79.580002,78.680000,79.440002,78.535347,3521600
2021-08-16,79.489998,80.150002,79.489998,79.779999,78.871468,6098900
2021-08-17,79.540001,80.720001,79.519997,80.029999,79.118622,3356600
2021-08-18,79.839996,79.889999,78.120003,78.160004,77.269928,3654100
2021-08-19,78.190002,79.279999,78.190002,78.970001,78.070694,3527800
2021-08-20,79.120003,79.430000,78.559998,78.800003,77.902634,3026100
2021-08-23,78.730003,78.980003,78.330002,78.379997,77.487411,3163400
2021-08-24,78.000000,78.290001,77.660004,77.669998,76.785492,2923000
2021-08-25,77.500000,77.830002,76.989998,77.650002,76.765732,3636600
2021-08-26,77.669998,77.790001,77.050003,77.309998,76.429596,2317300
2021-08-27,77.309998,77.809998,77.209999,77.440002,76.558121,2294200
2021-08-30,77.629997,77.940002,77.449997,77.650002,76.765732,1960800
2021-08-31,77.650002,78.279999,77.519997,77.949997,77.062309,3786900
2021-09-01,77.839996,78.470001,77.830002,78.330002,77.437988,2658000
2021-09-02,78.330002,78.559998,78.089996,78.519997,77.625816,2549700
2021-09-03,78.400002,78.449997,77.769997,77.910004,77.022774,3030200
2021-09-07,77.900002,77.949997,76.830002,76.900002,76.024269,3246400
2021-09-08,76.610001,77.860001,76.599998,77.779999,76.894249,3863900
2021-09-09,78.070000,78.220001,77.230003,77.300003,76.419716,3956900
2021-09-10,77.470001,77.470001,76.790001,77.040001,76.162674,3360100
2021-09-13,77.339996,78.180000,77.160004,77.379997,76.498802,3371400
2021-09-14,77.379997,77.589996,77.089996,77.300003,76.419716,2950600
2021-09-15,77.480003,77.839996,77.080002,77.209999,76.330734,3662100
2021-09-16,77.129997,77.250000,75.860001,76.470001,75.599167,4170600
2021-09-17,76.260002,76.949997,76.169998,76.230003,75.361900,7334200
2021-09-20,77.019997,77.230003,75.690002,76.169998,75.302582,4942500
2021-09-21,76.279999,77.110001,76.260002,76.389999,75.520073,4247500
2021-09-22,76.760002,77.040001,76.250000,76.430000,75.559616,2811500
2021-09-23,76.730003,76.910004,76.309998,76.669998,75.796883,2393100
2021-09-24,76.599998,76.949997,76.500000,76.629997,75.757347,2214000
2021-09-27,76.500000,76.660004,75.919998,76.010002,75.144409,2899700
2021-09-28,75.620003,76.160004,75.410004,75.820000,74.956573,4949500
2021-09-29,75.820000,77.360001,75.690002,77.080002,76.202225,4094300
2021-09-30,77.120003,77.290001,75.580002,75.580002,74.719307,4178800
2021-10-01,75.849998,76.019997,75.070000,75.580002,74.719307,3473400
2021-10-04,75.510002,75.930000,74.610001,75.059998,74.205223,3943600
2021-10-05,75.000000,75.080002,74.370003,74.419998,73.572510,4915400
2021-10-06,74.070000,75.190002,74.010002,75.099998,74.244766,4052700
2021-10-07,75.529999,76.410004,75.519997,75.589996,74.729187,3642200
2021-10-08,75.540001,75.889999,75.309998,75.589996,74.729187,3327900
2021-10-11,75.900002,76.160004,75.570000,75.800003,74.936798,3742400
2021-10-12,75.650002,76.199997,75.400002,75.669998,74.808273,2788900
2021-10-13,75.750000,76.220001,75.080002,76.070000,75.203720,3684000
2021-10-14,76.209999,76.809998,76.000000,76.599998,75.727684,3739000
2021-10-15,76.660004,76.989998,76.000000,76.250000,75.381668,4076000
2021-10-18,75.930000,76.010002,75.169998,75.279999,74.422714,4331000
2021-10-19,74.699997,74.900002,74.290001,74.779999,73.928413,5206800
2021-10-20,74.570000,75.629997,74.519997,75.099998,74.694244,5317600
2021-10-21,75.430000,75.599998,74.830002,74.889999,74.485382,4370500
2021-10-22,74.809998,75.690002,74.580002,75.500000,75.092087,7665400
2021-10-25,75.019997,75.349998,74.199997,75.139999,74.734032,6205900
2021-10-26,75.440002,76.190002,75.230003,76.160004,75.748528,5400200
2021-10-27,76.309998,76.610001,75.610001,75.900002,75.489929,4583100
2021-10-28,75.900002,76.910004,75.699997,76.879997,76.464630,4849900
2021-10-29,77.029999,77.449997,75.669998,76.190002,75.778366,6683300
2021-11-01,75.989998,76.599998,75.669998,75.949997,75.539658,4008000
2021-11-02,75.790001,76.610001,75.570000,76.269997,75.857925,4132200
2021-11-03,76.320000,77.290001,75.959999,77.269997,76.852524,3916000
2021-11-04,76.889999,77.529999,76.870003,77.290001,76.872421,3407000
2021-11-05,77.550003,77.949997,77.080002,77.839996,77.419441,3560300
2021-11-08,77.849998,77.949997,77.010002,77.739998,77.319984,3335900
2021-11-09,77.870003,78.180000,77.489998,78.050003,77.628311,3854900
2021-11-10,77.940002,78.529999,77.589996,78.480003,78.055992,3263500
2021-11-11,78.389999,78.430000,77.839996,77.989998,77.568634,2788500
2021-11-12,77.919998,78.459999,77.660004,78.029999,77.608421,3057200
2021-11-15,78.250000,78.349998,77.879997,78.300003,77.876961,3263900
2021-11-16,78.500000,78.779999,77.839996,77.879997,77.459229,3140500
2021-11-17,77.769997,77.779999,77.169998,77.580002,77.160851,3144600
2021-11-18,77.489998,77.550003,76.169998,76.389999,75.977280,3416600
2021-11-19,76.470001,77.660004,76.470001,77.199997,76.782898,3978200
2021-11-22,77.410004,78.309998,77.300003,77.559998,77.140953,3601000
2021-11-23,77.690002,78.180000,77.239998,77.930000,77.508957,2941800
2021-11-24,78.070000,78.160004,77.370003,77.760002,77.339882,2350400
